,Archival_source#,Area/Kingdom,Audio_file,Audio_notes,canto_coding_id,C_cid,Classification_notes,Culture,Culture_loc,Division,Duration,Genre,Instruments,Living_metadata,Local_lat,Local_long,Lyrics,Metadata_notes,People,Performers,Publcation_collection,Publisher,Recorded_by,Region,Repository,Song,Song_notes,Source Tag,Sources,Subregion,Year
4745,T1786.A1,Malwa,T5419R09m,"Poor audio, hum",3802,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:02:09,,Male Voices; Drum,,21.77,78.17,,,Munda,"Male chorus, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #1",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Puja Song,,@ANSI1953PujaSong,,C India/ Central Tribal Area,1953
4746,T1786.A2,Malwa,T5419R10m,"Poor audio, hum",3803,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:05,Festival Song,Male Voices; Drum; Sticks,,21.77,78.17,,,Munda,"Male chorus, drum, sticks","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #2",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Danda Gana, Pola Festival",First part of song recorded,@ANSI1953DandaGanaPolaFestival,,C India/ Central Tribal Area,1953
4747,T1786.A3,Malwa,T5419R11m,"Poor audio, hum",3804,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:03:02,,Male Voices; Drums; Cymbal,,21.77,78.17,,,Munda,"Male chorus, drums, cymbal","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #3",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Pagnai Song,,@ANSI1953PagnaiSong,,C India/ Central Tribal Area,1953
4748,T1786.A5,Malwa,T5419R12m,"Poor audio, hum",3805,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:26,,Female Voice,,21.77,78.17,,,Munda,Female solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #5",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Sukh Tara,Only partly recorded,@ANSI1953SukhTara,,C India/ Central Tribal Area,1953
4749,T1786.A6,Malwa,T5419R13m,"Poor audio, hum",3806,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:46,,Male Voice,,21.77,78.17,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #6",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhavani Mata,,@ANSI1953BhavaniMata,,C India/ Central Tribal Area,1953
4750,T1786.A7,Malwa,T5419R14m,"Poor audio, hum",3807,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:43,,Male Voice,,21.77,78.17,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #7",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Potyoka Myna Babu,,@ANSI1953PotyokaMynaBabu,,C India/ Central Tribal Area,1953
4751,T1786.B2,Malwa,T5419R16m,"Poor audio, hum",3808,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:43,Wedding Song,Female Voices,,21.77,78.17,,,Munda,Female chorus,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #9",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Rando Rando, a Marriage",Marriage song,@ANSI1953RandoRandoaMarriage,,C India/ Central Tribal Area,1953
4752,T1786.B1,Malwa,T5419R15m,"Poor audio, hum",3809,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:42,Wedding Song,Female Voices,,21.77,78.17,,,Munda,Female chorus,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #8",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Aje Mando,"Marriage song, only partly recorded",@ANSI1953AjeMando,,C India/ Central Tribal Area,1953
4753,T1786.B3,Malwa,T5419R17m,"Poor audio, hum",3810,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:01:01,,Female Voice,,21.77,78.17,,,Munda,Female solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #10",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Amma Amava,,@ANSI1953AmmaAmava,,C India/ Central Tribal Area,1953
4754,T1786.B4,Malwa,T5419R18m,"Poor audio, hum",3811,18943.0,,Korku,"Dharni, Madhya Pradesh, India",India,0:02:27,,Female Voices,,21.77,78.17,,,Munda,Female chorus,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Korku #11",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Choona Bulayo,Paganai Song,@ANSI1953ChoonaBulayo,,C India/ Central Tribal Area,1953
4795,T1788.A7,Chota Nagpur Plateau,T5418R23,,3820,12178.0,,Bhumij,"Ichagarh, Singhbhum District, Bihar, India",India,0:02:27,Love Song; Dance Song; Jhumur,Female Voice; Percussion; Veena,,22.5,85.5,,,Munda,"Female solo, percussion, veena","Anthropological Survey of India, Munda 3.1, Indian Museum, Government of India ",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Radha and Krishna,"Love Song of Radha and Krishna, jhumur dance song",@ANSI1953RadhaandKrishna_2,,E C India/ E Central Tribal Area,1953
4796,T1788.A8,Chota Nagpur Plateau,T5418R22,,3821,12178.0,,Bhumij,"Ichagarh, Singhbhum District, Bihar, India",India,0:02:06,Love Song; Dance Song; Jhumur,Female Voice; Percussion; Veena,,22.5,85.5,,,Munda,"Female solo, percussion, veena","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta MUN-3, song 2",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Radha and Krishna,"Love Song of Radha and Krishna, jhumur dance song",@ANSI1953RadhaandKrishna_1,,E C India/ E Central Tribal Area,1953
4797,T1788.B5,Chota Nagpur Plateau,T5418R26,,3822,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:02:21,,Male Voice,,23.34,86.36,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, BHU-1, song 1",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Khyapar Dhua,,@ANSI1953KhyaparDhua_3,,E C India/ E Central Tribal Area,1953
4798,T1788.B6,Chota Nagpur Plateau,T5418R27,,3823,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:02:47,,Male Voice,,23.34,86.36,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-1, song 2",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Dehatatva,Spiritual song,@ANSI1953Dehatatva,,E C India/ E Central Tribal Area,1953
4799,T1788.B7,Chota Nagpur Plateau,T5418R28,,3824,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:02:44,,Male Voice; Voices; Dhol; Sticks,,23.34,86.36,,,Munda,"Male leader, chorus, dhol, sticks","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-1, song 3",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhaduriya Danr Saila,,@ANSI1953BhaduriyaDanrSaila,,E C India/ E Central Tribal Area,1953
4800,T1788.B8,Chota Nagpur Plateau,T5418R29,,3825,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:02:39,Jhumur,Male Voice,,23.34,86.36,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-1, song 4",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Nachni Saila Jhumur,,@ANSI1953NachniSailaJhumur,,E C India/ E Central Tribal Area,1953
4801,T1788.B9,Chota Nagpur Plateau,T5418R30,,3826,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:01:43,,Male Voice; Dhol,,23.34,86.36,,,Munda,"Male solo, dhol","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, BHU-1, song 5",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Sarhul Song,,@ANSI1953SarhulSong,,E C India/ E Central Tribal Area,1953
4802,T1788.B11,Chota Nagpur Plateau,T5418R31,,3827,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:01:38,Animal Song,Male Voice; Sticks,,23.34,86.36,,,Munda,"Male solo, sticks","Anthropological Survey of India, Indian Museum, Kolkata; Government of India BHU-1, song 7",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bandar Geet,Monkey songs,@ANSI1953BandarGeet,,E C India/ E Central Tribal Area,1953
4803,T1788.B12,Chota Nagpur Plateau,T5418R32,,3828,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:02:51,,Male Voice,,23.34,86.36,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, BHU-1, song 8",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Nachni Saila,,@ANSI1953NachniSaila,,E C India/ E Central Tribal Area,1953
4804,T1788.B13,Chota Nagpur Plateau,T5418R33,,3829,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:03:44,Jhumur,Male Voice,,23.34,86.36,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, BHU-1, song 9",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Radha-Krishna Jhumur ,Jhumur song,@ANSI1953Radha-KrishnaJhumur,,E C India/ E Central Tribal Area,1953
4805,T1789.A12,Chota Nagpur Plateau,T5418R38m,,3836,12178.0,,Bhumij,"Bhangat Madhupur, Singhbhum District, India",India,0:01:09,,Male Voice; Lute,,22.36,85.43,,,Munda,"Male solo, lute","Anthropological Survey of India, Indian Museum, Kolkata, Government of India, BHU-3, song 4 ",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Khyapar Dhua,"Male solo, faint sounds of lute",@ANSI1953KhyaparDhua_2,,E C India/ E Central Tribal Area,1953
4806,T1789.A13,Chota Nagpur Plateau,T5418R40,,3837,12178.0,,Bhumij,"Bhangat Madhupur, Singhbhum District, India",India,0:01:40,Jhumur,Male Voice; Lute,,22.36,85.43,,,Munda,"Male solo, lute","Anthropological Survey of India, Indian Museum, Government of India, Calcutta, BHU-3, song 5",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhaduriya Jhumur,"Male solo, faint sounds of lute",@ANSI1953BhaduriyaJhumur,,E C India/ E Central Tribal Area,1953
4807,T1789.B4,Chota Nagpur Plateau,T5418R39,,3838,12178.0,,Bhumij,"Bhangat Madhupur, Singhbhum District, India",India,0:01:06,Bawdy Song,Female Voice; Female Voices,,22.36,85.43,,,Munda,"Female leader, female chorus","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-4, song 2B",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Vulgar Songs, Ban Geet 2",Vulgar song,@ANSI1953VulgarSongsBanGeet2,,E C India/ E Central Tribal Area,1953
4808,T1789.B2,Chota Nagpur Plateau,T5418R35,,3839,12178.0,,Bhumij,"Bhangat Madhupur, Singhbhum District, India",India,0:01:24,Bawdy Song,Male Voice,,22.36,85.43,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-4, song 2A",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Vulgar Songs, Bhaduriya 2",Vulgar song,@ANSI1953VulgarSongsBhaduriya2,,E C India/ E Central Tribal Area,1953
4809,T1789.B1,Chota Nagpur Plateau,T5418R34,Distorted; only part recorded,3840,12178.0,,Bhumij,"Bhangat Madhupur, Singhbhum District, India",India,0:01:21,,Male Voice; Male-Mixed Voices; Lute,,22.36,85.43,,,Munda,"Male leader, male or mixed chorus, lute","Anthropological Survey of India, Indian Museum, Government of India. Calcutta BHU-4, Note 1",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Khyapar Dhua 1,"Male leader, male or mixed chorus repeats, faint lute",@ANSI1953KhyaparDhua_1,,E C India/ E Central Tribal Area,1953
4810,T1789.A1,Chota Nagpur Plateau,T5418R36,,3841,12178.0,,Bhumij,"Herbona Village, Purulia District, India",India,0:04:58,,Male Voice; Male Voices; Dhol; Lute,,23.34,86.36,,,Munda,"Male lead, trailing voices, dhol, lute","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, BHU-2, song 1",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Khyapar Dhua 2,,@ANSI1953KhyaparDhua_4,,E C India/ E Central Tribal Area,1953
4811,T1789.A10,Chota Nagpur Plateau,T5418R37,,3843,12178.0,,Bhumij,"Herbona Village, Purulia District, Bihar, India",India,0:03:03,Dance Song,Children's Voices,,23.34,86.36,,,Munda,Children singing,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, BHU-3, song 2",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Karam ,Dance song,@ANSI1953Karam,,E C India/ E Central Tribal Area,1953
4812,T1790.8,Chota Nagpur Plateau,T5416R32,,3847,23145.0,,Kurukh,"Chota Nagpur, Bihar, India",India,0:02:46,Girls' Song; Courtship Song,Girls' Voices; Drum; Rattle,,21.14,79.08,,,Kurukh,"Girl chorus, drum, rattle","All India Radio, External Programme Exchange Unit",All India Radio,All India Radio,South Asia,"Sound and Central Archives of All India Radio, New Delhi; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",O Birni Birni,"Girls' song. The lyrics translate to ""O Birni, O sacred bush, under your shade my mother will get the dowry cloth like the bunch of Kesar flowers""",@AIR1948-50OBirniBirni,,E C India/ E Central Tribal Area,1948-1950
4813,T1790.5,Chota Nagpur Plateau,T5416R27,,3848,23145.0,,Kurukh,"Raigarh Area, Madhya Pradesh, India",India,0:04:00,Dance Song,Female Voices; Drum; Jingles,,21.9,83.4,,,Kurukh,"Female chorus, drum, jingles","All India Radio, External Programme Exchange Unit",All India Radio,All India Radio,South Asia,"Sound and Central Archives of All India Radio, New Delhi; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Domkutch, Barjo Re",This piece is usually sung by Oroan Adiwasis (tribes) when they dance,@AIR1948-50DomkutchBarjoRe,,E C India/ E Central Tribal Area,1948-1950
4814,T1790.1,Chota Nagpur Plateau,T5416R25,,3849,23145.0,,Kurukh,"Chota Nagpur, Bihar, India",India,0:03:05,Love Song,"Male Voice; Mixed Voices; Mandal, Drum; Flute; Chikara",,21.14,79.08,,,Kurukh,"Ensemble led by Bisram Ekka, mixed chorus, Mandal, drum, flute, chikara","All India Radio, External Programme Exchange Unit",All India Radio,All India Radio,South Asia,"Sound and Central Archives of All India Radio, New Delhi; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Jhoomar, Ore Meno Na Jade Bone","A tribal love song, usually accompanied by a dance",@AIR1948-50JhoomarOreMenoNaJadeBone,,E C India/ E Central Tribal Area,1948-1950
4815,T1788.A1,Chota Nagpur Plateau,T5418R16,,3830,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:04:29,Agricultural Song; Rice Song,Male Voice; Mixed Voices; Bell; Drum,,23.4,85.35,,,Munda,"Male leader, mixed chorus, bell, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 1",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",The Japanese System of Rice Cultivation,,@ANSI1953TheJapaneseSystemofRiceCultivation,,E C India/ E Central Tribal Area,1953
4816,T1788.A2,Chota Nagpur Plateau,T5418R17,,3831,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:03:02,Praise Song,Male Voice; Mixed Voices; Bell; Drum,,23.4,85.35,,,Munda,"Male leader, mixed chorus, bell, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 2",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",A Group Song in Praise of Birsa Bhagwan,Group praise song,@ANSI1953AGroupSonginPraiseofBirsaBhagwan,,E C India/ E Central Tribal Area,1953
4817,T1788.A3,Chota Nagpur Plateau,T5418R18,,3832,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:02:40,Spring Song; Festival Song,Male Voice; Mixed Voices; Bell; Drum,,23.4,85.35,,,Munda,"Male leader, mixed chorus, bell, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 3",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Spring Festival Song,,@ANSI1953SpringFestivalSong,,E C India/ E Central Tribal Area,1953
4818,T1788.A4,Chota Nagpur Plateau,T5418R19,,3833,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:04:41,Patriotic Song,Male Voice; Mixed Voices; Bell; Drum,,23.4,85.35,,,Munda,"Male leader, mixed chorus, bell, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 4",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Independence Day Celebration,,@ANSI1953IndependenceDayCelebration,,E C India/ E Central Tribal Area,1953
4819,T1788.A5,Chota Nagpur Plateau,T5418R20,,3834,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:03:52,Topical Song,Male Voice; Mixed Voices; Bell; Drum,,23.4,85.35,,,Munda,"Male leader, mixed chorus, bell, drum","Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 5",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Philosophical Song on Life,,@ANSI1953PhilosophicalSongonLife,,E C India/ E Central Tribal Area,1953
4820,T1788.A6,Chota Nagpur Plateau,T5418R21,,3835,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,0:03:52,Devotional Song,Male Voice,,23.4,85.35,,,Munda,Male solo,"Anthropological Survey of India, Indian Museum, Kolkata; Government of India, Calcutta, Munda #1, song 6",Previously Unpublished,Dept. of Anthropology Government of India,South Asia,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Devotional Song,Devotional song,@ANSI1953DevotionalSong_2,,E C India/ E Central Tribal Area,1953
4821,T7237.B11,Chota Nagpur Plateau,,,9606,21869.0,,Munda,"Jojohatu, Ranchi District, Bihar, India",India,,,,,23.34,85.3,,,Munda,,"Papua New Guinea Collection: Gulf Province, Institute of New Guinea Studies IPNGS 008.",IPNGS,,South Asia,"Institute of Papua New Guinea Studies (IPNGS), Papua New Guinea; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Mitmining,Mitmining,@IPNGS1987GulfProvince,,E C India/ E Central Tribal Area,
4822,T1790.2,Chota Nagpur Plateau,T5416R29,,3850,24916.0,,Santhal Munda,"Chota Nagpur, Bihar, India",India,0:03:18,Ceremonial Song; Raga,Male Voice; Male Voices,,21.14,79.08,,This seems to be an official folk song,Munda,"Sukur Soren, leader, male chorus","All India Radio, External Programme Exchange Unit",All India Radio,All India Radio,South Asia,"Sound and Central Archives of All India Radio, New Delhi; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Rag Dong, Chadery Ra Kap Kan","Ceremonial song, seemingly an official folk song. Ragas are traditional classical Indian musical modes used for improvisation. Raga means ""color"" in Sanskrit and each raga has a unique sound, like the hues of a color, that expresses emotions and moods. The sound of each raga is associated with certain emotions, times of day, Hindu deities, and seasons. Ragas are thought to possess magical powers like bringing rain or causing fires.",@AIR1948-50RagDongChaderyRaKapKan,,E C India/ E Central Tribal Area,1948-1950
4841,T5547.03,Bihar/ Uttar Pradesh,T5547R03,,9872,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:03:43,Song For Deity,Female Voice; Harmonium; Tabla; Sitar,,25.88,84.29,,,Bihari,"Female solo, harmonium, tabla, sitar","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A1",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Pacara, Mata Mai Ki Git","Mother Goddess Song, female soloist sings in unison with harmonium, over sitar and tabla",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4842,T5547.04,Bihar/ Uttar Pradesh,T5547R04,,9873,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:02:03,Childbirth Song,Female Voices,,25.88,84.29,,,Bihari,Female chorus,"Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A2",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Sohar,"Birth song, a female chorus sings in unison trading off verses with a group which sounds younger",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4843,T5547.05,Bihar/ Uttar Pradesh,T5547R05,,9874,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:01:39,Devotional Song; Women's Song; Bhajan,Female Voices,,25.88,84.29,,,Bihari,Female chorus,"Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A3",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhajan,"Women's devotional song, a female chorus sings in unison",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4844,T5547.06,Bihar/ Uttar Pradesh,T5547R06,,9875,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:01:22,Epic Song,2 Male Voices; Tabla; Jangles; Dilruba,,25.88,84.29,,,Bihari,"Male duet, tabla, jangles, dilruba","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A4",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Pavaria Ka Sohar,"Pavaria's birth song, episode from the Ramayana, two male soloists exchange verses ",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4845,T5547.07,Bihar/ Uttar Pradesh,T5547R07,,9876,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:02:09,,Male Voices; Table; Cymbals; Clapping,,25.88,84.29,,,Bihari,"Male chorus, table, cymbals, clapping","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A5",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Cahaka, Phagua","Holi season song, a chorus sings over the even paced and quick tempo changes of a seasonal song",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4846,T5547.08,Bihar/ Uttar Pradesh,T5547R08,,9877,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:02:17,Monsoon Song,Mixed Voices; Wood Block,,25.88,84.29,,,Bihari,"Mixed chorus, wood block","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A6",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Kajali, Kajari","Monsoon song, mixed chorus over sparse percussion",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4847,T5547.09,Bihar/ Uttar Pradesh,T5547R09,,9878,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:01:02,Pastoral Song; Holler; Herding Song,Male Voice,,25.88,84.29,,,Bihari,Male solo,"Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A7",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Khari Biraha,"Herder's holler, male soloist sings in the held, wavering holler style",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4848,T5547.10,Bihar/ Uttar Pradesh,T5547R10,,9879,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:02:44,Epic Song,Male Voice; Tabla; Jingles,,25.88,84.29,,,Bihari,"Male solo, tabla, jingles","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A8",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Alha,"Martial epic, male soloist in alternation with tabla",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
4849,T5547.11,Bihar/ Uttar Pradesh,T5547R11,,9880,16792.0,,Bhojpuri,"Bhojpuri Region, India",India,0:01:50,Devotional Song; Bhajan; Blind Man's Song,Male Voice; Tabla; Shell Jingles,,25.88,84.29,,,Bihari,"Male solo, tabla, shell jingles","Chant the Names of God: Village Music of the Bhojpuri Speaking area of India, Rounder Records 5008, Track A9",Rounder,Edward O. Henry,South Asia,"San Diego State University; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Bhajan,"Blind Mendicant's Devotional Song, male soloist sings over his tabla playing",@Rounder1981ChantTheNamesOfGod,"Recording sent by Dr. Edward O. Henry, San Diego State University, CA",Gangetic Plain,1971-78
