,canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,song,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,Number of Samples
63,3827,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Bandar Geet,23.34,86.36,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.23,0.88,0.31,0.08,0.31,0.54,0.08,0.77,0.77,0.54,0.69,0.69,0.69,0.54,0.54,0.54,0.54,0.46,0.31,0.54,0.42,0.31,17
64,3828,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Nachni Saila,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.46,0.54,0.62,0.31,0.77,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.31,0.54,0.77,0.62,0.54,0.54,0.54,0.54,17
65,3829,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Radha-Krishna Jhumur ,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.46,0.31,0.54,0.77,0.31,17
66,3836,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Khyapar Dhua,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.15,0.54,0.08,0.31,0.54,0.31,0.08,0.54,0.38,0.42,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.35,0.31,0.31,0.77,0.31,17
67,3837,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Bhaduriya Jhumur,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.85,0.08,0.69,0.46,0.77,0.38,0.08,0.54,0.31,0.08,0.54,0.69,0.31,0.69,0.38,1.0,0.08,0.31,1.0,0.54,0.46,0.54,0.54,0.77,0.54,17
68,3838,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,"Vulgar Songs, Ban Geet 2",22.36,85.43,0.46,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.54,0.54,0.46,0.77,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.35,0.31,0.54,0.77,0.54,17
69,3839,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,"Vulgar Songs, Bhaduriya 2",22.36,85.43,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.38,0.77,0.23,0.08,0.54,0.54,0.08,0.54,0.69,0.31,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.77,17
70,3840,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Khyapar Dhua 1,22.36,85.43,0.69,0.62,0.54,0.77,0.31,0.31,0.77,0.54,0.08,0.54,0.85,0.38,0.85,0.38,0.69,0.77,0.42,0.23,0.08,0.54,0.31,0.08,0.0,0.69,0.77,0.69,0.69,0.0,0.0,0.54,1.0,0.42,0.23,0.31,0.31,0.42,0.42,17
71,3841,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Khyapar Dhua 2,23.34,86.36,0.38,0.92,0.85,0.77,0.31,0.54,0.54,0.77,0.77,0.31,0.46,0.38,0.46,0.54,0.69,0.62,0.54,0.85,0.31,0.77,0.31,0.08,0.31,0.38,0.77,0.69,1.0,0.69,0.08,0.31,1.0,0.42,0.62,0.31,0.54,0.54,0.77,17
72,3843,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,Karam ,23.34,86.36,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.31,0.46,0.38,0.08,0.08,0.69,0.46,0.77,0.38,0.69,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,1.0,0.77,0.62,0.42,0.54,0.77,0.54,17
73,3847,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,O Birni Birni,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54,3
74,3848,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,"Domkutch, Barjo Re",21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54,3
75,3849,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,"Jhoomar, Ore Meno Na Jade Bone",21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54,3
76,3830,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,The Japanese System of Rice Cultivation,23.4,85.35,0.77,0.62,0.46,0.77,0.31,0.54,0.54,0.54,0.54,0.31,0.85,0.38,0.85,0.54,0.69,0.46,0.42,0.38,0.31,0.77,0.54,0.08,0.54,0.69,0.77,0.38,0.69,0.38,0.54,0.31,0.54,0.42,0.23,0.31,0.42,0.77,0.54,7
77,3831,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,A Group Song in Praise of Birsa Bhagwan,23.4,85.35,0.54,0.62,0.38,0.77,0.77,0.54,1.0,0.54,0.77,0.42,0.85,0.38,0.85,0.69,0.69,0.92,0.54,1.0,0.08,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.42,0.54,0.54,0.62,0.54,0.54,0.54,0.42,7
78,3832,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,Spring Festival Song,23.4,85.35,0.54,0.15,0.38,0.88,0.54,0.31,1.0,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.54,0.38,0.31,0.54,0.54,0.23,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.42,0.62,0.31,0.54,0.54,0.54,7
79,3833,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,Independence Day Celebration,23.4,85.35,0.54,0.62,0.38,0.77,0.54,0.54,1.0,0.54,0.77,0.54,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.08,0.54,1.0,0.42,0.62,0.42,0.54,0.77,0.54,7
80,3834,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,Philosophical Song on Life,23.4,85.35,0.54,0.92,0.85,0.77,0.54,0.31,1.0,0.54,0.77,0.31,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.69,0.08,0.54,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.42,0.77,7
81,3835,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,Devotional Song,23.4,85.35,0.15,0.46,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.69,0.23,0.54,0.38,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,0.69,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.54,7
82,9606,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,Mitmining,23.34,85.3,0.92,0.23,0.85,1.0,0.77,0.77,0.54,0.54,0.77,0.77,0.85,0.23,0.23,0.23,0.69,0.92,0.31,1.0,0.08,0.54,1.0,0.46,1.0,0.69,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.77,0.62,0.77,0.54,0.31,0.77,7
84,9872,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,"Pacara, Mata Mai Ki Git",25.88,84.29,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.54,0.54,0.08,0.69,0.08,0.69,1.0,0.69,0.46,0.77,0.62,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,0.85,0.69,0.08,0.08,0.54,0.54,0.46,0.31,0.77,0.77,0.54,11
85,9873,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Sohar,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.69,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,1.0,0.08,0.38,0.08,0.08,0.54,0.54,0.46,0.54,0.54,0.77,0.31,11
86,9874,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Bhajan,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.31,0.85,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31,11
87,9875,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Pavaria Ka Sohar,25.88,84.29,0.77,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.54,0.31,0.46,0.08,0.46,0.69,0.85,0.85,0.54,0.85,0.08,0.31,0.42,0.08,0.54,0.77,0.54,0.69,0.69,1.0,0.54,0.31,0.54,0.54,0.23,0.31,0.54,0.77,0.31,11
88,9876,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,"Cahaka, Phagua",25.88,84.29,0.85,1.0,0.85,0.77,0.77,0.77,1.0,0.54,1.0,0.77,0.46,0.23,0.46,0.85,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,1.0,0.77,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.42,0.46,0.31,0.54,0.31,0.54,11
89,9877,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,"Kajali, Kajari",25.88,84.29,0.92,0.08,0.08,0.31,0.77,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.31,0.54,0.54,11
90,9878,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Khari Biraha,25.88,84.29,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.85,0.08,0.42,0.0,0.69,0.31,0.31,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.54,0.08,0.54,0.42,0.35,0.54,0.54,0.77,0.31,11
91,9879,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Alha,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.42,0.08,0.54,0.38,0.54,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54,11
92,9880,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Bhajan,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,0.46,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.77,0.08,0.54,0.38,0.31,0.69,1.0,0.0,0.08,0.54,1.0,0.54,0.23,0.31,0.31,0.77,0.77,11
93,9881,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Nirgun Bhajan,25.88,84.29,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.0,0.31,0.77,0.69,0.31,0.77,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.46,0.31,0.54,0.31,0.08,11
94,9882,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,Qavvali,25.88,84.29,0.62,0.81,0.62,0.77,0.54,0.54,0.88,0.54,1.0,0.08,1.0,0.38,1.0,0.85,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.0,0.31,0.77,0.77,0.69,0.69,0.69,0.08,0.08,0.54,0.42,0.23,0.31,0.54,0.77,0.31,11
95,9895,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Ghazal,26.84,80.94,0.73,0.85,0.85,0.54,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.23,1.0,0.85,0.69,0.62,0.77,0.85,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.77,0.54,0.42,0.46,0.31,0.31,0.31,0.31,9
96,9896,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,"Saya, Folk-Bhajan",25.26,83.0,0.77,1.0,0.85,0.77,0.54,0.54,1.0,0.31,0.77,0.54,0.46,0.23,0.46,0.85,0.85,0.77,0.77,0.85,0.08,0.77,0.54,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.54,9
97,9899,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Praise of Rama,26.84,80.94,0.77,0.77,0.15,0.77,0.54,0.77,1.0,0.08,0.08,0.54,0.85,0.23,0.46,0.08,0.69,0.85,0.54,0.92,0.08,0.31,0.54,0.0,0.54,0.38,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.31,9
98,9914,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Savana,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31,9
99,9915,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Phag,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54,9
100,9916,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Nakata,26.24,81.25,0.46,0.92,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.31,0.54,0.54,9
101,9918,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Sobara,25.31,82.97,0.85,0.15,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.38,0.77,0.62,0.31,0.54,0.54,0.08,0.31,0.85,0.54,0.69,1.0,0.38,0.08,0.77,1.0,0.42,0.23,0.08,0.31,0.54,0.54,9
102,9919,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Bhajan,26.95,80.21,0.85,0.23,0.85,0.77,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.85,0.77,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.77,0.69,0.69,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.54,0.54,9
103,9920,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,Bhajan 2,25.31,82.97,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.85,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,0.69,0.69,0.54,0.31,0.0,0.42,0.23,0.31,0.31,0.54,0.54,9
104,752,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Viraha ,25.13,82.56,0.31,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,1.0,0.08,1.0,0.08,1.0,0.31,0.31,0.38,0.85,0.77,0.31,0.08,0.54,0.38,0.77,0.08,0.08,0.08,1.0,0.08,0.08,0.31,0.08,0.08,0.08,0.31,0.31,7
105,1029,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Kajari,25.31,82.97,0.69,0.62,0.38,0.54,0.54,0.77,1.0,0.54,1.0,0.08,0.85,0.23,0.46,0.69,0.08,0.69,0.31,1.0,0.08,0.54,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,1.0,0.08,1.0,0.54,0.23,0.08,0.31,0.31,0.08,7
106,9897,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Work Song of Harijans from Chittupur,26.84,80.94,0.77,0.85,0.73,0.77,0.54,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.35,0.77,0.85,0.31,0.77,0.31,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.42,0.77,0.31,7
107,9898,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Nirgun Bhajan,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.69,0.69,0.77,0.85,0.69,0.77,0.42,0.08,0.54,0.38,0.77,0.38,1.0,0.38,0.54,0.31,0.54,0.0,0.23,0.08,0.31,0.77,0.31,7
108,9900,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Haridas Bhajan,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.15,0.31,0.08,0.69,0.77,0.54,0.08,0.31,0.69,0.77,0.38,0.69,0.38,0.54,0.54,0.54,0.77,0.35,0.31,0.08,0.77,0.31,7
109,9901,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,"Saya, Folk-Bhajan",26.84,80.94,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.69,0.54,0.54,0.08,0.77,0.69,0.19,0.69,0.08,0.69,0.54,0.31,1.0,0.77,0.23,0.54,0.54,0.77,0.54,7
110,9913,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,Indo-European,Non-Tribal,Purvi,26.84,80.94,0.62,0.85,0.85,0.77,0.54,0.77,1.0,0.54,0.54,0.54,0.46,0.23,0.46,0.85,0.69,0.15,0.42,0.08,0.31,0.77,0.42,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.31,0.54,0.54,7
111,753,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Rajasthan Folk Song,27.02,74.21,0.15,0.69,0.54,0.31,0.08,0.08,0.77,1.0,0.54,0.08,0.46,0.08,0.46,0.69,0.69,0.08,0.54,0.08,0.31,0.54,0.31,0.08,0.31,0.69,0.31,1.0,1.0,0.08,1.0,0.08,1.0,0.77,0.62,0.77,0.54,0.77,0.54,8
112,754,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Chant Baul,23.91,87.52,0.15,0.62,0.54,0.31,0.08,0.08,1.0,0.54,0.77,0.08,0.69,0.08,0.69,0.69,0.69,0.08,0.08,0.08,0.08,0.77,0.31,0.08,0.08,0.69,0.77,0.08,0.08,0.38,0.08,0.08,0.08,0.31,0.08,0.31,0.77,0.54,0.54,8
113,1030,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Bhajana,27.02,74.21,0.62,0.38,0.54,0.54,0.54,0.54,1.0,0.54,0.77,0.08,0.85,0.23,0.85,0.69,0.69,0.15,0.31,0.08,0.31,0.54,0.54,0.08,0.31,0.69,0.77,0.69,0.85,0.38,0.54,0.08,1.0,0.42,0.08,0.08,0.31,0.54,0.31,8
114,9921,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Raga Soratha; Papaiya Pyara Re Song,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.31,0.31,0.62,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.08,0.08,0.38,0.08,0.31,0.08,0.31,0.46,0.08,0.54,0.31,0.54,8
115,9922,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Raga Kalyana; Madkar Song,27.02,74.21,0.46,0.77,0.54,0.77,0.54,0.31,1.0,0.77,0.77,0.31,0.85,0.38,0.85,0.38,0.69,0.31,0.31,0.38,0.08,0.54,0.31,0.08,0.08,0.85,0.77,0.69,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.08,0.31,0.31,0.54,8
116,9923,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Rani Sorath; Rana Kachhabo ,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.69,0.15,0.42,0.08,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.69,0.69,0.38,0.08,0.31,0.54,0.42,0.23,0.31,0.31,0.31,0.31,8
117,9924,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Song in Honor of Rhada,27.02,74.21,0.15,0.77,0.54,0.31,0.08,0.08,1.0,0.77,0.77,0.31,1.0,0.0,1.0,0.31,0.85,0.15,0.77,0.08,0.31,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.31,0.54,0.31,0.31,8
118,9925,North,India,N W India,Rajasthan,Rajasthan,Indo-European,Non-Tribal,Holi Festival Song,27.02,74.21,0.92,0.15,0.85,0.77,0.31,0.54,1.0,0.54,0.77,0.77,0.23,0.23,0.46,0.69,0.69,0.62,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.54,0.46,0.54,0.31,0.31,0.54,8
122,3844,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,Warrenga,15.91,79.74,0.69,0.15,0.38,0.54,0.31,0.54,1.0,0.77,0.77,0.77,0.85,0.38,0.46,0.85,0.69,0.23,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.85,0.77,1.0,1.0,0.69,1.0,0.77,0.54,0.42,0.23,0.31,0.54,0.54,0.77,3
123,3845,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,Nare Na,15.91,79.74,0.69,0.77,0.38,0.54,0.54,0.54,1.0,0.54,0.31,0.77,0.85,0.23,0.85,0.69,0.69,0.92,0.77,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.77,0.69,0.69,0.69,1.0,0.77,1.0,0.42,0.23,0.31,0.54,0.54,0.54,3
124,3846,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,Devotional Song,15.91,79.74,0.62,0.92,0.38,0.77,0.31,0.31,1.0,0.31,0.77,0.54,0.85,0.38,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.62,0.31,0.54,0.77,0.31,3
126,972,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,Tamil Drama,13.08,80.27,0.31,0.15,0.38,0.31,0.08,0.08,0.54,0.54,1.0,0.08,0.85,0.08,0.46,0.69,0.69,0.69,0.31,1.0,0.69,0.54,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.23,0.31,0.31,0.54,0.31,3
127,973,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,"Challenge by the Demon Naraka To The King Of Heaven, Devendra",13.08,80.27,0.62,0.62,0.38,0.42,0.54,0.54,1.0,0.54,1.0,0.08,0.46,0.23,0.46,0.69,0.69,0.23,0.31,0.08,0.08,0.77,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.35,0.31,0.31,0.54,0.31,3
128,9457,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,"Kathakali, Part Two",13.08,80.27,0.15,1.0,0.85,0.31,0.08,0.08,0.54,0.54,0.77,0.31,0.69,0.08,0.69,1.0,0.69,0.08,0.54,0.08,0.69,0.54,0.31,0.08,0.31,0.38,0.31,0.69,1.0,0.69,0.08,0.31,0.54,0.77,0.23,0.31,0.54,0.77,0.54,3
129,748,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Unnaippol,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,1.0,0.31,0.85,0.08,0.85,0.69,0.69,0.08,0.08,0.08,0.08,0.77,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.38,0.08,0.31,1.0,0.42,0.23,0.31,0.31,0.54,0.08,5
